user_id,last_updated,profile
USR0281,2026-01-24T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-24T16:39:26.353Z"",""account_age_days"":0}}"
USR0684,2026-01-25T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-25T16:39:26.353Z"",""account_age_days"":0}}"
USR0282,2026-01-18T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.353Z"",""account_age_days"":0}}"
USR0969,2026-01-31T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-31T16:39:26.353Z"",""account_age_days"":0}}"
USR0050,2026-01-26T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-26T16:39:26.353Z"",""account_age_days"":0}}"
USR0388,2026-01-26T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-26T16:39:26.353Z"",""account_age_days"":0}}"
USR0717,2026-01-18T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.353Z"",""account_age_days"":0}}"
USR0192,2026-01-30T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-30T16:39:26.353Z"",""account_age_days"":0}}"
USR0131,2026-01-27T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-27T16:39:26.353Z"",""account_age_days"":0}}"
USR0267,2026-01-23T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-23T16:39:26.353Z"",""account_age_days"":0}}"
USR0607,2026-02-13T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.353Z"",""account_age_days"":0}}"
USR0804,2026-01-14T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-14T16:39:26.353Z"",""account_age_days"":0}}"
USR0863,2026-01-30T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-30T16:39:26.353Z"",""account_age_days"":0}}"
USR0295,2026-01-18T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.353Z"",""account_age_days"":0}}"
USR0120,2026-02-04T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-04T16:39:26.353Z"",""account_age_days"":0}}"
USR0817,2026-01-20T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-20T16:39:26.353Z"",""account_age_days"":0}}"
USR0944,2026-01-18T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.353Z"",""account_age_days"":0}}"
USR0616,2026-02-10T16:39:26.353Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-10T16:39:26.353Z"",""account_age_days"":0}}"
USR0729,2026-01-17T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-17T16:39:26.354Z"",""account_age_days"":0}}"
USR0683,2026-01-18T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.354Z"",""account_age_days"":0}}"
USR0576,2026-02-03T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-03T16:39:26.354Z"",""account_age_days"":0}}"
USR0967,2026-02-13T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.354Z"",""account_age_days"":0}}"
USR0479,2026-02-01T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-01T16:39:26.354Z"",""account_age_days"":0}}"
USR0290,2026-01-30T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-30T16:39:26.354Z"",""account_age_days"":0}}"
USR0872,2026-02-05T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-05T16:39:26.354Z"",""account_age_days"":0}}"
USR0283,2026-01-24T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-24T16:39:26.354Z"",""account_age_days"":0}}"
USR0058,2026-02-01T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-01T16:39:26.354Z"",""account_age_days"":0}}"
USR0705,2026-02-09T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-09T16:39:26.354Z"",""account_age_days"":0}}"
USR0895,2026-02-04T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-04T16:39:26.354Z"",""account_age_days"":0}}"
USR0340,2026-01-29T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-29T16:39:26.354Z"",""account_age_days"":0}}"
USR0976,2026-01-27T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-27T16:39:26.354Z"",""account_age_days"":0}}"
USR0643,2026-02-02T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-02T16:39:26.354Z"",""account_age_days"":0}}"
USR0509,2026-01-26T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-26T16:39:26.354Z"",""account_age_days"":0}}"
USR0184,2026-01-28T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-28T16:39:26.354Z"",""account_age_days"":0}}"
USR0405,2026-02-06T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-06T16:39:26.354Z"",""account_age_days"":0}}"
USR0916,2026-01-16T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-16T16:39:26.354Z"",""account_age_days"":0}}"
USR0764,2026-02-01T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-01T16:39:26.354Z"",""account_age_days"":0}}"
USR0432,2026-02-11T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-11T16:39:26.354Z"",""account_age_days"":0}}"
USR0618,2026-02-12T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-12T16:39:26.354Z"",""account_age_days"":0}}"
USR0343,2026-02-07T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-07T16:39:26.354Z"",""account_age_days"":0}}"
USR0963,2026-02-11T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-11T16:39:26.354Z"",""account_age_days"":0}}"
USR0710,2026-02-10T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-10T16:39:26.354Z"",""account_age_days"":0}}"
USR0336,2026-01-25T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-25T16:39:26.354Z"",""account_age_days"":0}}"
USR0606,2026-01-16T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-16T16:39:26.354Z"",""account_age_days"":0}}"
USR0865,2026-02-12T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-12T16:39:26.354Z"",""account_age_days"":0}}"
USR0080,2026-02-06T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-06T16:39:26.354Z"",""account_age_days"":0}}"
USR0096,2026-02-10T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-10T16:39:26.354Z"",""account_age_days"":0}}"
USR0582,2026-01-26T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-26T16:39:26.354Z"",""account_age_days"":0}}"
USR0202,2026-02-11T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-11T16:39:26.354Z"",""account_age_days"":0}}"
USR0566,2026-02-08T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-08T16:39:26.354Z"",""account_age_days"":0}}"
USR0420,2026-02-13T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.354Z"",""account_age_days"":0}}"
USR0639,2026-01-25T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-25T16:39:26.354Z"",""account_age_days"":0}}"
USR0235,2026-01-20T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-20T16:39:26.354Z"",""account_age_days"":0}}"
USR0068,2026-02-09T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-09T16:39:26.354Z"",""account_age_days"":0}}"
USR0645,2026-02-01T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-01T16:39:26.354Z"",""account_age_days"":0}}"
USR0197,2026-02-09T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-09T16:39:26.354Z"",""account_age_days"":0}}"
USR0931,2026-01-26T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-26T16:39:26.354Z"",""account_age_days"":0}}"
USR0159,2026-01-22T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-22T16:39:26.354Z"",""account_age_days"":0}}"
USR0315,2026-01-21T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-21T16:39:26.354Z"",""account_age_days"":0}}"
USR0037,2026-01-19T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-19T16:39:26.354Z"",""account_age_days"":0}}"
USR0987,2026-01-24T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-24T16:39:26.354Z"",""account_age_days"":0}}"
USR0567,2026-01-18T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.354Z"",""account_age_days"":0}}"
USR0760,2026-02-08T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-08T16:39:26.354Z"",""account_age_days"":0}}"
USR0816,2026-01-16T16:39:26.354Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-16T16:39:26.354Z"",""account_age_days"":0}}"
USR0136,2026-02-07T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-07T16:39:26.355Z"",""account_age_days"":0}}"
USR0488,2026-01-31T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-31T16:39:26.355Z"",""account_age_days"":0}}"
USR0017,2026-01-28T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-28T16:39:26.355Z"",""account_age_days"":0}}"
USR0395,2026-02-05T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-05T16:39:26.355Z"",""account_age_days"":0}}"
USR0026,2026-02-06T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-06T16:39:26.355Z"",""account_age_days"":0}}"
USR0951,2026-02-07T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-07T16:39:26.355Z"",""account_age_days"":0}}"
USR0020,2026-02-03T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-03T16:39:26.355Z"",""account_age_days"":0}}"
USR0230,2026-02-13T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.355Z"",""account_age_days"":0}}"
USR0853,2026-01-24T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-24T16:39:26.355Z"",""account_age_days"":0}}"
USR0569,2026-02-13T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.355Z"",""account_age_days"":0}}"
USR0370,2026-01-16T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-16T16:39:26.355Z"",""account_age_days"":0}}"
USR0999,2026-02-02T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-02T16:39:26.355Z"",""account_age_days"":0}}"
USR0239,2026-02-09T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-09T16:39:26.355Z"",""account_age_days"":0}}"
USR0270,2026-01-14T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-14T16:39:26.355Z"",""account_age_days"":0}}"
USR0955,2026-02-08T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-08T16:39:26.355Z"",""account_age_days"":0}}"
USR0756,2026-02-12T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-12T16:39:26.355Z"",""account_age_days"":0}}"
USR0936,2026-01-15T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-15T16:39:26.355Z"",""account_age_days"":0}}"
USR0049,2026-02-08T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-08T16:39:26.355Z"",""account_age_days"":0}}"
USR0051,2026-01-25T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-25T16:39:26.355Z"",""account_age_days"":0}}"
USR0175,2026-02-13T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-13T16:39:26.355Z"",""account_age_days"":0}}"
USR0408,2026-02-05T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-05T16:39:26.355Z"",""account_age_days"":0}}"
USR0781,2026-02-09T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-09T16:39:26.355Z"",""account_age_days"":0}}"
USR0467,2026-01-18T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.355Z"",""account_age_days"":0}}"
USR0615,2026-01-28T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-28T16:39:26.355Z"",""account_age_days"":0}}"
USR0922,2026-01-29T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-29T16:39:26.355Z"",""account_age_days"":0}}"
USR0016,2026-02-05T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-05T16:39:26.355Z"",""account_age_days"":0}}"
USR0123,2026-01-16T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-16T16:39:26.355Z"",""account_age_days"":0}}"
USR0675,2026-01-29T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-29T16:39:26.355Z"",""account_age_days"":0}}"
USR0150,2026-01-31T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-31T16:39:26.355Z"",""account_age_days"":0}}"
USR0661,2026-01-18T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-18T16:39:26.355Z"",""account_age_days"":0}}"
USR0746,2026-02-08T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-02-08T16:39:26.355Z"",""account_age_days"":0}}"
USR0458,2026-01-19T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-19T16:39:26.355Z"",""account_age_days"":0}}"
USR0913,2026-01-31T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-31T16:39:26.355Z"",""account_age_days"":0}}"
USR0503,2026-01-17T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-17T16:39:26.355Z"",""account_age_days"":0}}"
USR0105,2026-01-22T16:39:26.355Z,"{""login_hours"":{""mean"":9,""std_dev"":1,""typical_range"":[7,11],""timezone"":""UTC""},""devices"":[],""locations"":[],""statistics"":{""total_logins"":1,""first_login"":""2026-01-22T16:39:26.355Z"",""account_age_days"":0}}"
