alert_id,timestamp,user_id,event_id,rule_triggered,risk_score,decision,explanation,status,risk_factors,risk_factors_obj
ALERT004160,2026-01-16T16:39:26.409Z,USR0312,EVT004160,AUTH-003,61,review,"Risk score 61/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":5,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":62,""is_threat"":0}"
ALERT004161,2026-01-16T16:39:26.409Z,USR0535,EVT004161,AUTH-003,76,escalate,"Risk score 76/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":46,""is_threat"":0}"
ALERT004162,2026-01-16T16:39:26.409Z,USR0147,EVT004162,AUTH-001,81,escalate,"Risk score 81/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":29,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT004163,2026-01-16T16:39:26.409Z,USR0513,EVT004163,AUTH-001,32,suppress,"Risk score 32/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":50,""is_threat"":0}"
ALERT004164,2026-01-16T16:39:26.409Z,USR0910,EVT004164,AUTH-003,74,review,"Risk score 74/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":13,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":47,""is_threat"":0}"
ALERT004165,2026-01-31T16:39:26.409Z,USR0330,EVT004165,AUTH-003,14,suppress,"Risk score 14/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":26,""is_threat"":0}"
ALERT004166,2026-01-26T16:39:26.409Z,USR0985,EVT004166,AUTH-003,24,suppress,"Risk score 24/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":19,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":48,""is_threat"":0}"
ALERT004167,2026-02-06T16:39:26.409Z,USR0363,EVT004167,AUTH-002,23,suppress,"Risk score 23/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":27,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":66,""is_threat"":0}"
ALERT004168,2026-02-09T16:39:26.409Z,USR0197,EVT004168,AUTH-001,29,suppress,"Risk score 29/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":24,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":24,""is_threat"":0}"
ALERT004169,2026-01-26T16:39:26.409Z,USR0794,EVT004169,AUTH-002,98,escalate,"Risk score 98/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":18,""is_threat"":1}"
ALERT004170,2026-02-10T16:39:26.409Z,USR0496,EVT004170,AUTH-001,7,suppress,"Risk score 7/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":39,""is_threat"":0}"
ALERT004171,2026-02-04T16:39:26.409Z,USR0300,EVT004171,AUTH-003,80,escalate,"Risk score 80/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":26,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":13,""is_threat"":0}"
ALERT004172,2026-01-31T16:39:26.410Z,USR0260,EVT004172,AUTH-003,87,escalate,"Risk score 87/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":21,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":70,""is_threat"":1}"
ALERT004173,2026-01-23T16:39:26.410Z,USR0825,EVT004173,AUTH-002,41,review,"Risk score 41/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":10,""is_threat"":0}"
ALERT004174,2026-02-12T16:39:26.410Z,USR0792,EVT004174,AUTH-001,35,suppress,"Risk score 35/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":10,""is_threat"":0}"
ALERT004175,2026-02-13T16:39:26.410Z,USR0881,EVT004175,AUTH-001,90,escalate,"Risk score 90/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":37,""is_threat"":1}"
ALERT004176,2026-02-05T16:39:26.410Z,USR0979,EVT004176,AUTH-002,23,suppress,"Risk score 23/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":32,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":36,""is_threat"":0}"
ALERT004177,2026-01-24T16:39:26.410Z,USR0757,EVT004177,AUTH-003,61,review,"Risk score 61/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":22,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":52,""is_threat"":0}"
ALERT004178,2026-01-25T16:39:26.410Z,USR0698,EVT004178,AUTH-001,96,escalate,"Risk score 96/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":13,""is_threat"":1}"
ALERT004179,2026-01-25T16:39:26.410Z,USR0624,EVT004179,AUTH-002,91,escalate,"Risk score 91/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":23,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":66,""is_threat"":1}"
ALERT004180,2026-01-14T16:39:26.410Z,USR0980,EVT004180,AUTH-003,44,review,"Risk score 44/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":35,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":7,""is_threat"":0}"
ALERT004181,2026-01-28T16:39:26.410Z,USR0297,EVT004181,AUTH-002,2,suppress,"Risk score 2/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":33,""is_threat"":0}"
ALERT004182,2026-02-08T16:39:26.410Z,USR0523,EVT004182,AUTH-003,13,suppress,"Risk score 13/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT004183,2026-01-24T16:39:26.410Z,USR0821,EVT004183,AUTH-003,79,escalate,"Risk score 79/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":13,""is_threat"":0}"
ALERT004184,2026-02-13T16:39:26.410Z,USR0454,EVT004184,AUTH-003,58,review,"Risk score 58/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":16,""is_threat"":0}"
ALERT004185,2026-01-20T16:39:26.410Z,USR0620,EVT004185,AUTH-002,90,escalate,"Risk score 90/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":24,""is_threat"":1}"
ALERT004186,2026-02-05T16:39:26.410Z,USR0439,EVT004186,AUTH-001,2,suppress,"Risk score 2/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":9,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":62,""is_threat"":0}"
ALERT004187,2026-01-22T16:39:26.410Z,USR0493,EVT004187,AUTH-003,15,suppress,"Risk score 15/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT004188,2026-02-02T16:39:26.410Z,USR0838,EVT004188,AUTH-003,62,review,"Risk score 62/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":13,""is_threat"":0}"
ALERT004189,2026-01-30T16:39:26.410Z,USR0275,EVT004189,AUTH-003,31,suppress,"Risk score 31/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":69,""is_threat"":0}"
ALERT004190,2026-01-30T16:39:26.410Z,USR0793,EVT004190,AUTH-002,5,suppress,"Risk score 5/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":39,""is_threat"":0}"
ALERT004191,2026-02-10T16:39:26.410Z,USR0246,EVT004191,AUTH-001,81,escalate,"Risk score 81/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":5,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":68,""is_threat"":0}"
ALERT004192,2026-01-15T16:39:26.410Z,USR0361,EVT004192,AUTH-003,70,review,"Risk score 70/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":24,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":55,""is_threat"":0}"
ALERT004193,2026-01-28T16:39:26.410Z,USR0519,EVT004193,AUTH-002,96,escalate,"Risk score 96/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":26,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":25,""is_threat"":1}"
ALERT004194,2026-02-11T16:39:26.410Z,USR0205,EVT004194,AUTH-001,94,escalate,"Risk score 94/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":40,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":41,""is_threat"":1}"
ALERT004195,2026-01-17T16:39:26.410Z,USR0811,EVT004195,AUTH-003,17,suppress,"Risk score 17/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":29,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":42,""is_threat"":0}"
ALERT004196,2026-02-07T16:39:26.410Z,USR0232,EVT004196,AUTH-001,19,suppress,"Risk score 19/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":71,""is_threat"":0}"
ALERT004197,2026-02-04T16:39:26.410Z,USR0813,EVT004197,AUTH-002,43,review,"Risk score 43/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":12,""is_threat"":0}"
ALERT004198,2026-02-09T16:39:26.410Z,USR0270,EVT004198,AUTH-002,34,suppress,"Risk score 34/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":6,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":72,""is_threat"":0}"
ALERT004199,2026-02-05T16:39:26.410Z,USR0073,EVT004199,AUTH-003,9,suppress,"Risk score 9/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":7,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":20,""is_threat"":0}"
ALERT004200,2026-01-23T16:39:26.410Z,USR0615,EVT004200,AUTH-003,97,escalate,"Risk score 97/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":7,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":14,""is_threat"":1}"
ALERT004201,2026-01-23T16:39:26.410Z,USR0489,EVT004201,AUTH-003,97,escalate,"Risk score 97/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":21,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":55,""is_threat"":1}"
ALERT004202,2026-02-11T16:39:26.410Z,USR0406,EVT004202,AUTH-003,42,review,"Risk score 42/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":56,""is_threat"":0}"
ALERT004203,2026-01-31T16:39:26.410Z,USR0084,EVT004203,AUTH-001,60,review,"Risk score 60/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":64,""is_threat"":0}"
ALERT004204,2026-02-07T16:39:26.410Z,USR0160,EVT004204,AUTH-003,97,escalate,"Risk score 97/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":8,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":2,""is_threat"":1}"
ALERT004205,2026-02-04T16:39:26.410Z,USR0633,EVT004205,AUTH-001,31,suppress,"Risk score 31/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":33,""is_threat"":0}"
ALERT004206,2026-01-20T16:39:26.410Z,USR0382,EVT004206,AUTH-003,89,escalate,"Risk score 89/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":10,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":0,""is_threat"":1}"
ALERT004207,2026-01-24T16:39:26.410Z,USR0248,EVT004207,AUTH-002,27,suppress,"Risk score 27/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":40,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":47,""is_threat"":0}"
ALERT004208,2026-01-26T16:39:26.410Z,USR0708,EVT004208,AUTH-002,87,escalate,"Risk score 87/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":2,""is_threat"":1}"
ALERT004209,2026-01-27T16:39:26.410Z,USR0544,EVT004209,AUTH-001,64,review,"Risk score 64/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":1,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":38,""is_threat"":0}"
ALERT004210,2026-02-05T16:39:26.410Z,USR0020,EVT004210,AUTH-002,16,suppress,"Risk score 16/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":37,""is_threat"":0}"
ALERT004211,2026-02-03T16:39:26.410Z,USR0675,EVT004211,AUTH-003,57,review,"Risk score 57/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":40,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":57,""is_threat"":0}"
ALERT004212,2026-02-11T16:39:26.410Z,USR0319,EVT004212,AUTH-001,81,escalate,"Risk score 81/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":14,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":47,""is_threat"":0}"
ALERT004213,2026-01-29T16:39:26.410Z,USR0642,EVT004213,AUTH-001,16,suppress,"Risk score 16/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":7,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":31,""is_threat"":0}"
ALERT004214,2026-02-01T16:39:26.410Z,USR0013,EVT004214,AUTH-002,8,suppress,"Risk score 8/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":7,""is_threat"":0}"
ALERT004215,2026-02-09T16:39:26.410Z,USR0302,EVT004215,AUTH-001,10,suppress,"Risk score 10/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":34,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":4,""is_threat"":0}"
ALERT004216,2026-02-11T16:39:26.410Z,USR0870,EVT004216,AUTH-002,5,suppress,"Risk score 5/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":5,""is_threat"":0}"
ALERT004217,2026-01-19T16:39:26.410Z,USR0161,EVT004217,AUTH-001,41,review,"Risk score 41/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":65,""is_threat"":0}"
ALERT004218,2026-01-15T16:39:26.410Z,USR0704,EVT004218,AUTH-001,7,suppress,"Risk score 7/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":32,""is_threat"":0}"
ALERT004219,2026-02-01T16:39:26.410Z,USR0851,EVT004219,AUTH-001,3,suppress,"Risk score 3/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":26,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":15,""is_threat"":0}"
ALERT004220,2026-01-28T16:39:26.410Z,USR0654,EVT004220,AUTH-003,90,escalate,"Risk score 90/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":9,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":17,""is_threat"":1}"
ALERT004221,2026-01-23T16:39:26.410Z,USR0520,EVT004221,AUTH-003,24,suppress,"Risk score 24/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":8,""is_threat"":0}"
ALERT004222,2026-01-30T16:39:26.410Z,USR0894,EVT004222,AUTH-002,4,suppress,"Risk score 4/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":13,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":69,""is_threat"":0}"
ALERT004223,2026-01-24T16:39:26.410Z,USR0197,EVT004223,AUTH-002,31,suppress,"Risk score 31/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":34,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":2,""is_threat"":0}"
ALERT004224,2026-01-17T16:39:26.410Z,USR0249,EVT004224,AUTH-001,77,escalate,"Risk score 77/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":13,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":35,""is_threat"":0}"
ALERT004225,2026-02-08T16:39:26.410Z,USR0573,EVT004225,AUTH-002,63,review,"Risk score 63/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":11,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":56,""is_threat"":0}"
ALERT004226,2026-02-03T16:39:26.410Z,USR0127,EVT004226,AUTH-001,59,review,"Risk score 59/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":15,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":9,""is_threat"":0}"
ALERT004227,2026-01-27T16:39:26.410Z,USR0052,EVT004227,AUTH-002,94,escalate,"Risk score 94/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":12,""is_threat"":1}"
ALERT004228,2026-01-16T16:39:26.410Z,USR0571,EVT004228,AUTH-002,23,suppress,"Risk score 23/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":39,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":68,""is_threat"":0}"
ALERT004229,2026-01-23T16:39:26.410Z,USR0959,EVT004229,AUTH-001,1,suppress,"Risk score 1/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":0,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":56,""is_threat"":0}"
ALERT004230,2026-01-24T16:39:26.410Z,USR0294,EVT004230,AUTH-001,70,review,"Risk score 70/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":8,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":34,""is_threat"":0}"
ALERT004231,2026-01-14T16:39:26.410Z,USR0256,EVT004231,AUTH-002,35,suppress,"Risk score 35/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":39,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":62,""is_threat"":0}"
ALERT004232,2026-01-17T16:39:26.410Z,USR0486,EVT004232,AUTH-002,6,suppress,"Risk score 6/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":30,""is_threat"":0}"
ALERT004233,2026-01-16T16:39:26.410Z,USR0391,EVT004233,AUTH-003,80,escalate,"Risk score 80/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":39,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":69,""is_threat"":0}"
ALERT004234,2026-01-18T16:39:26.410Z,USR0710,EVT004234,AUTH-003,3,suppress,"Risk score 3/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":28,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT004235,2026-01-17T16:39:26.410Z,USR0373,EVT004235,AUTH-003,55,review,"Risk score 55/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":15,""is_threat"":0}"
ALERT004236,2026-02-06T16:39:26.410Z,USR0985,EVT004236,AUTH-002,97,escalate,"Risk score 97/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":32,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":60,""is_threat"":1}"
ALERT004237,2026-01-19T16:39:26.410Z,USR0137,EVT004237,AUTH-002,1,suppress,"Risk score 1/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":21,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":54,""is_threat"":0}"
ALERT004238,2026-02-10T16:39:26.410Z,USR0023,EVT004238,AUTH-002,26,suppress,"Risk score 26/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":24,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":63,""is_threat"":0}"
ALERT004239,2026-01-14T16:39:26.410Z,USR0176,EVT004239,AUTH-003,96,escalate,"Risk score 96/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":26,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":44,""is_threat"":1}"
ALERT004240,2026-02-03T16:39:26.410Z,USR0813,EVT004240,AUTH-001,83,escalate,"Risk score 83/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":22,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":48,""is_threat"":0}"
ALERT004241,2026-01-14T16:39:26.410Z,USR0418,EVT004241,AUTH-001,54,review,"Risk score 54/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT004242,2026-01-30T16:39:26.410Z,USR0975,EVT004242,AUTH-002,25,suppress,"Risk score 25/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":18,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":14,""is_threat"":0}"
ALERT004243,2026-01-27T16:39:26.410Z,USR0791,EVT004243,AUTH-002,39,suppress,"Risk score 39/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":8,""is_threat"":0}"
ALERT004244,2026-02-04T16:39:26.410Z,USR0456,EVT004244,AUTH-001,34,suppress,"Risk score 34/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":2,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":31,""is_threat"":0}"
ALERT004245,2026-02-13T16:39:26.410Z,USR0882,EVT004245,AUTH-003,40,suppress,"Risk score 40/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":44,""is_threat"":0}"
ALERT004246,2026-02-11T16:39:26.410Z,USR0176,EVT004246,AUTH-001,15,suppress,"Risk score 15/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":18,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":72,""is_threat"":0}"
